August_1m	August_2m	August_3m	August_4m	December_1m	December_2m	December_3m	December_4m	August_1t	August_2t	August_3t	August_4t	December_1t	December_2t	December_3t	December_4t
568.0	733.0	584.0	687.0	499.0	823.0	546.0	743.0	1686.0	2145.0	2222.0	2544.0	2887.0	3646.0	3640.0	3774.0
1098.0	733.0	740.0	404.0	416.0	86.0	102.0	247.0	3148.0	2421.0	2509.0	1636.0	2040.0	1470.0	1599.0	1630.0
189.0	256.0	311.0	202.0	249.0	346.0	238.0	283.0	5740.0	5349.0	5375.0	5943.0	2575.0	3125.0	3024.0	3934.0
719.0	843.0	311.0	1091.0	1040.0	1040.0	1194.0	778.0	6665.0	6343.0	4723.0	5683.0	3957.0	3423.0	3878.0	3606.0
454.0	220.0	233.0	282.0	333.0	563.0	273.0	460.0	1156.0	973.0	916.0	1414.0	750.0	780.0	494.0	743.0
227.0	550.0	389.0	323.0	1290.0	780.0	853.0	849.0	719.0	1156.0	934.0	768.0	2329.0	1432.0	1554.0	1488.0
75.0	110.0	77.0	80.0	624.0	260.0	477.0	743.0	15154.0	13756.0	15587.0	13472.0	15231.0	12390.0	16476.0	14299.0
719.0	1063.0	857.0	1212.0	1915.0	1908.0	1774.0	1522.0	6259.0	6776.0	5133.0	6155.0	6426.0	7067.0	7922.0	6164.0
1363.0	953.0	818.0	687.0	1998.0	1344.0	2252.0	2230.0	52458.0	41468.0	38969.0	40418.0	52589.0	43368.0	60879.0	47461.0
568.0	476.0	740.0	525.0	749.0	693.0	682.0	566.0	6314.0	5481.0	5525.0	4452.0	4743.0	2689.0	3204.0	2750.0
378.0	293.0	350.0	444.0	249.0	173.0	443.0	177.0	5412.0	4514.0	5480.0	4940.0	8326.0	6424.0	8371.0	7081.0
378.0	256.0	584.0	404.0	1207.0	1301.0	1467.0	1168.0	1137.0	1172.0	1461.0	768.0	2081.0	1755.0	2064.0	1539.0
1439.0	1137.0	1052.0	1576.0	2081.0	4250.0	2935.0	3186.0	3788.0	3081.0	3076.0	4306.0	4097.0	5878.0	5167.0	6104.0
265.0	403.0	389.0	646.0	1207.0	2081.0	1979.0	2230.0	7800.0	8070.0	7352.0	6953.0	11076.0	10105.0	12144.0	14299.0
4243.0	4402.0	3624.0	4163.0	4288.0	3859.0	4675.0	3257.0	10079.0	9696.0	9613.0	10007.0	11748.0	11521.0	14475.0	10407.0
644.0	513.0	974.0	1091.0	208.0	260.0	238.0	177.0	4381.0	3378.0	4408.0	3815.0	3784.0	3771.0	3619.0	3688.0
719.0	623.0	818.0	282.0	1457.0	1474.0	1331.0	1345.0	2499.0	1741.0	2279.0	1473.0	3202.0	2666.0	2750.0	2850.0
113.0	293.0	194.0	444.0	791.0	867.0	750.0	885.0	4371.0	6244.0	4871.0	5928.0	6938.0	8761.0	8938.0	9220.0
303.0	293.0	428.0	444.0	999.0	1344.0	1945.0	1310.0	757.0	697.0	818.0	868.0	1624.0	2255.0	2646.0	1807.0
530.0	660.0	662.0	363.0	1124.0	433.0	955.0	708.0	1080.0	1100.0	1012.0	585.0	1498.0	520.0	1074.0	955.0
303.0	256.0	116.0	404.0	832.0	867.0	546.0	920.0	1814.0	1337.0	1113.0	1232.0	1892.0	2060.0	1533.0	1984.0
1174.0	1577.0	1480.0	2101.0	874.0	1170.0	1228.0	1062.0	1477.0	1723.0	1792.0	2505.0	915.0	1236.0	1228.0	1115.0
303.0	146.0	428.0	161.0	1124.0	607.0	887.0	743.0	6061.0	4733.0	4710.0	4145.0	8326.0	6459.0	6987.0	5633.0
719.0	660.0	857.0	929.0	1290.0	1474.0	1228.0	1380.0	12628.0	13206.0	11744.0	15493.0	16761.0	17765.0	14803.0	16840.0
492.0	513.0	1052.0	1374.0	166.0	173.0	136.0	141.0	1023.0	1246.0	1636.0	2202.0	457.0	716.0	750.0	671.0
378.0	183.0	272.0	202.0	1124.0	954.0	784.0	1062.0	2630.0	2512.0	2392.0	2000.0	5109.0	5483.0	4757.0	4940.0
9016.0	12289.0	9625.0	11236.0	6244.0	4943.0	5016.0	6373.0	15573.0	19662.0	16123.0	18420.0	12876.0	15027.0	14212.0	12849.0
644.0	330.0	389.0	282.0	291.0	216.0	614.0	389.0	7759.0	5692.0	6494.0	5052.0	14571.0	12755.0	13961.0	12982.0
151.0	220.0	77.0	161.0	457.0	520.0	273.0	566.0	13776.0	13756.0	19484.0	16167.0	7507.0	7434.0	7584.0	5609.0
20382.0	15517.0	14691.0	19360.0	33473.0	23939.0	37610.0	31548.0	30559.0	24057.0	21733.0	27937.0	45418.0	32526.0	50483.0	38805.0
1098.0	1100.0	974.0	1050.0	2456.0	2862.0	2423.0	2301.0	4146.0	3717.0	3992.0	3921.0	7797.0	8017.0	7106.0	7376.0
151.0	146.0	155.0	444.0	249.0	260.0	204.0	283.0	5828.0	5434.0	6777.0	5169.0	1643.0	1858.0	2381.0	2162.0
757.0	1027.0	1285.0	1131.0	499.0	1517.0	1194.0	247.0	2725.0	3762.0	3932.0	4286.0	6244.0	7905.0	6985.0	7745.0
681.0	990.0	974.0	687.0	1415.0	1387.0	989.0	1345.0	3852.0	3575.0	4110.0	3597.0	4551.0	4167.0	3142.0	4340.0
719.0	366.0	389.0	242.0	624.0	303.0	511.0	389.0	6427.0	4891.0	5730.0	3975.0	4336.0	2371.0	4062.0	3192.0
530.0	1063.0	1169.0	485.0	124.0	130.0	102.0	106.0	1346.0	2497.0	1849.0	2245.0	1469.0	1832.0	1896.0	2414.0
227.0	73.0	155.0	242.0	374.0	433.0	546.0	743.0	1683.0	1746.0	2135.0	1823.0	2165.0	1927.0	2084.0	2529.0
644.0	330.0	428.0	1010.0	1207.0	1647.0	1331.0	1380.0	3111.0	3475.0	3199.0	4141.0	3869.0	4140.0	3707.0	4761.0
757.0	733.0	974.0	1010.0	749.0	346.0	580.0	1026.0	3826.0	3861.0	3896.0	4635.0	1498.0	1192.0	1074.0	1823.0
151.0	146.0	272.0	161.0	499.0	260.0	341.0	531.0	4329.0	3412.0	4133.0	3109.0	3162.0	2739.0	2403.0	2481.0
265.0	330.0	428.0	363.0	874.0	607.0	409.0	849.0	2851.0	2038.0	2198.0	2165.0	2665.0	1927.0	1757.0	2124.0
189.0	366.0	233.0	161.0	249.0	390.0	136.0	177.0	2630.0	2911.0	2817.0	1837.0	6405.0	7096.0	5688.0	5058.0
606.0	403.0	545.0	444.0	582.0	477.0	614.0	601.0	5942.0	7205.0	8393.0	7800.0	3885.0	3223.0	5206.0	2936.0
833.0	843.0	506.0	970.0	957.0	1084.0	887.0	920.0	3502.0	3870.0	3226.0	3834.0	3245.0	3409.0	3007.0	2676.0
454.0	586.0	896.0	444.0	915.0	1040.0	1126.0	1133.0	7332.0	7622.0	8874.0	8388.0	8326.0	7767.0	9082.0	7171.0
265.0	183.0	233.0	323.0	291.0	563.0	307.0	318.0	1004.0	587.0	721.0	1010.0	832.0	1172.0	682.0	725.0
1932.0	1357.0	1052.0	1333.0	1623.0	1431.0	1638.0	1487.0	3943.0	2931.0	2747.0	2483.0	2728.0	2361.0	2730.0	2177.0
265.0	403.0	623.0	363.0	707.0	997.0	1160.0	1168.0	2173.0	1978.0	2847.0	1332.0	2457.0	2512.0	2730.0	2762.0
113.0	256.0	155.0	161.0	166.0	563.0	477.0	247.0	2706.0	3292.0	2734.0	2887.0	1060.0	1475.0	1264.0	1131.0
303.0	220.0	311.0	242.0	124.0	173.0	170.0	106.0	6448.0	4784.0	4723.0	4755.0	5430.0	4448.0	5884.0	5590.0
681.0	990.0	701.0	848.0	1040.0	1691.0	1194.0	1416.0	3326.0	3946.0	3578.0	3722.0	3079.0	3382.0	2797.0	4510.0
454.0	440.0	740.0	323.0	1706.0	1734.0	1808.0	1062.0	16838.0	14200.0	16096.0	12436.0	23383.0	19491.0	22059.0	22600.0
2462.0	2751.0	2260.0	3273.0	4371.0	5811.0	5324.0	5382.0	8890.0	7951.0	8249.0	9043.0	11503.0	13237.0	11937.0	11142.0
1477.0	843.0	1169.0	970.0	1956.0	1344.0	1740.0	2230.0	16983.0	15624.0	21256.0	19796.0	11245.0	10842.0	13814.0	9783.0
492.0	586.0	428.0	485.0	791.0	737.0	511.0	849.0	6156.0	7071.0	5953.0	6736.0	3803.0	4468.0	4740.0	3916.0
340.0	513.0	233.0	202.0	915.0	1084.0	887.0	637.0	6958.0	5770.0	6680.0	4811.0	6991.0	4138.0	4695.0	4585.0
1401.0	1247.0	974.0	1293.0	4163.0	2949.0	7235.0	3647.0	5454.0	5090.0	5323.0	4325.0	10129.0	8425.0	13755.0	9303.0
871.0	1063.0	857.0	767.0	1332.0	1344.0	1194.0	1239.0	3338.0	4123.0	3896.0	3109.0	4707.0	4451.0	4133.0	3755.0
189.0	586.0	272.0	121.0	249.0	303.0	341.0	531.0	757.0	1155.0	1108.0	830.0	437.0	455.0	613.0	708.0
265.0	366.0	272.0	282.0	457.0	216.0	238.0	460.0	1210.0	1045.0	1384.0	909.0	790.0	542.0	545.0	937.0
530.0	953.0	389.0	767.0	1415.0	1778.0	1023.0	1274.0	15600.0	17341.0	15587.0	12799.0	9830.0	10908.0	12335.0	12746.0
416.0	110.0	116.0	242.0	374.0	650.0	375.0	283.0	2042.0	1342.0	1646.0	1276.0	1082.0	1711.0	1483.0	1026.0
5834.0	3961.0	4988.0	4931.0	2747.0	2125.0	3310.0	3363.0	71152.0	51452.0	63140.0	45658.0	70456.0	48296.0	60191.0	51750.0
227.0	146.0	116.0	282.0	333.0	520.0	819.0	672.0	22731.0	24456.0	29227.0	31436.0	27755.0	28912.0	39004.0	26910.0
227.0	330.0	311.0	202.0	499.0	260.0	375.0	495.0	2392.0	3439.0	3086.0	2846.0	2356.0	1782.0	2681.0	2155.0
265.0	366.0	272.0	242.0	333.0	260.0	307.0	177.0	1418.0	1157.0	1245.0	1554.0	686.0	781.0	715.0	478.0
1932.0	1724.0	1558.0	1778.0	2539.0	2471.0	3481.0	3788.0	33313.0	24630.0	33886.0	25774.0	33861.0	26869.0	34811.0	38659.0
416.0	330.0	740.0	404.0	791.0	520.0	648.0	920.0	18943.0	15007.0	16827.0	12630.0	14648.0	9819.0	13509.0	13538.0
75.0	366.0	77.0	80.0	249.0	346.0	170.0	177.0	851.0	991.0	756.0	646.0	624.0	736.0	426.0	336.0
340.0	366.0	350.0	363.0	749.0	1040.0	750.0	389.0	5014.0	7192.0	5749.0	5596.0	5634.0	6758.0	7219.0	4476.0
681.0	440.0	467.0	687.0	999.0	1994.0	1672.0	1522.0	2479.0	1686.0	2435.0	2684.0	3202.0	4164.0	3581.0	3996.0
227.0	330.0	350.0	646.0	707.0	954.0	648.0	743.0	2085.0	1775.0	1855.0	2120.0	1912.0	2213.0	1995.0	2071.0
5379.0	5099.0	6468.0	6062.0	5787.0	6158.0	7064.0	9312.0	9624.0	12286.0	12228.0	13969.0	9518.0	9430.0	11754.0	14619.0
75.0	110.0	77.0	80.0	208.0	173.0	68.0	212.0	1098.0	1375.0	999.0	1049.0	791.0	889.0	564.0	742.0
568.0	513.0	389.0	525.0	1124.0	910.0	1194.0	885.0	3619.0	2620.0	3274.0	2985.0	5277.0	4029.0	4855.0	3848.0
227.0	183.0	155.0	242.0	416.0	910.0	853.0	708.0	2296.0	2264.0	2687.0	2245.0	3330.0	4357.0	5469.0	4291.0
340.0	330.0	233.0	444.0	666.0	737.0	648.0	283.0	2889.0	3588.0	4102.0	4194.0	2752.0	4118.0	3748.0	1953.0
378.0	330.0	311.0	404.0	333.0	216.0	238.0	247.0	14571.0	13756.0	11990.0	11227.0	15860.0	18070.0	17064.0	16523.0
606.0	660.0	467.0	727.0	2206.0	2949.0	1979.0	1664.0	9325.0	8575.0	10875.0	8872.0	17512.0	16203.0	17363.0	14223.0
568.0	293.0	623.0	525.0	457.0	346.0	341.0	389.0	5798.0	4891.0	5375.0	5838.0	8979.0	8068.0	10037.0	7637.0
1288.0	1540.0	1402.0	1374.0	2581.0	3079.0	3754.0	4248.0	5257.0	5222.0	5195.0	4943.0	8463.0	8436.0	11273.0	11181.0
1363.0	917.0	1013.0	1535.0	2081.0	2385.0	2457.0	1982.0	9215.0	9171.0	9295.0	10448.0	12390.0	13948.0	13961.0	11015.0
833.0	366.0	740.0	848.0	499.0	1561.0	1194.0	849.0	2083.0	1394.0	1771.0	1635.0	895.0	1885.0	1382.0	1274.0
189.0	403.0	272.0	242.0	666.0	607.0	1058.0	743.0	4405.0	4981.0	4133.0	3149.0	6225.0	4531.0	5211.0	5058.0
1439.0	1173.0	1052.0	970.0	1248.0	823.0	1296.0	1203.0	3808.0	3172.0	3940.0	2526.0	5161.0	4336.0	5026.0	4933.0
189.0	440.0	389.0	323.0	749.0	563.0	784.0	708.0	2228.0	1782.0	1891.0	1532.0	2334.0	1842.0	2336.0	2248.0
1553.0	2054.0	1714.0	2505.0	3205.0	4813.0	3583.0	5771.0	3595.0	4092.0	3388.0	4710.0	5604.0	6742.0	5513.0	7296.0
454.0	220.0	311.0	323.0	582.0	693.0	887.0	1133.0	7332.0	7100.0	7422.0	5774.0	6405.0	7009.0	7098.0	6437.0
644.0	843.0	857.0	444.0	582.0	520.0	1058.0	566.0	3500.0	4017.0	4536.0	2796.0	2625.0	2017.0	3962.0	2529.0
2273.0	1577.0	1714.0	1697.0	957.0	823.0	819.0	637.0	4225.0	3482.0	3679.0	2952.0	2892.0	2209.0	1945.0	1593.0
113.0	220.0	116.0	242.0	124.0	130.0	136.0	70.0	11365.0	12947.0	12989.0	16167.0	20816.0	21684.0	22752.0	23605.0
189.0	183.0	350.0	282.0	416.0	520.0	443.0	637.0	3157.0	2478.0	2997.0	2619.0	2554.0	3912.0	3059.0	3268.0
3674.0	2824.0	3663.0	3031.0	2456.0	2645.0	3720.0	3257.0	14244.0	13016.0	16726.0	13472.0	17545.0	19309.0	21628.0	15968.0
719.0	550.0	350.0	485.0	1623.0	1604.0	1877.0	1345.0	7657.0	6398.0	5010.0	8083.0	13094.0	14327.0	15513.0	14015.0
5304.0	5135.0	3935.0	5294.0	8285.0	9627.0	8429.0	9524.0	8810.0	8749.0	8338.0	8471.0	12347.0	12438.0	12164.0	12958.0
1363.0	1907.0	1675.0	1697.0	499.0	303.0	1092.0	389.0	4639.0	4552.0	3933.0	3902.0	2938.0	1817.0	3339.0	2251.0
1136.0	696.0	1169.0	1091.0	1332.0	2125.0	1808.0	2691.0	4289.0	3168.0	3388.0	4087.0	3330.0	4118.0	4915.0	4848.0
1591.0	1504.0	1402.0	1212.0	1540.0	1517.0	1194.0	1522.0	5304.0	4177.0	4888.0	3474.0	3667.0	3292.0	3263.0	3274.0
1970.0	2127.0	2104.0	2061.0	2164.0	1387.0	1774.0	2018.0	26987.0	25329.0	27688.0	22165.0	15918.0	13473.0	17571.0	15289.0
871.0	476.0	701.0	1050.0	541.0	693.0	716.0	106.0	1344.0	714.0	1051.0	1494.0	1061.0	1236.0	1636.0	389.0
303.0	366.0	272.0	444.0	999.0	780.0	989.0	1097.0	8419.0	8947.0	8524.0	9459.0	16116.0	15306.0	16775.0	13894.0
530.0	440.0	389.0	727.0	1332.0	1170.0	1092.0	1310.0	1004.0	678.0	700.0	1090.0	1644.0	1582.0	1569.0	1770.0
1970.0	3301.0	2766.0	4243.0	1706.0	2125.0	1399.0	1664.0	15272.0	17750.0	16567.0	18695.0	20320.0	17276.0	21201.0	16477.0
492.0	476.0	194.0	202.0	915.0	1604.0	1365.0	743.0	5727.0	4076.0	3976.0	3962.0	6188.0	6147.0	7073.0	5128.0
113.0	183.0	77.0	242.0	208.0	303.0	238.0	354.0	664.0	917.0	875.0	1073.0	727.0	954.0	904.0	903.0
530.0	440.0	467.0	485.0	374.0	563.0	580.0	885.0	3512.0	3213.0	3597.0	3415.0	7347.0	5812.0	5632.0	7974.0
113.0	183.0	77.0	161.0	666.0	563.0	307.0	460.0	2319.0	2015.0	1528.0	2650.0	3098.0	2193.0	2718.0	3196.0
454.0	403.0	506.0	323.0	416.0	303.0	170.0	283.0	10572.0	11209.0	11257.0	10430.0	13430.0	15977.0	13126.0	12315.0
340.0	476.0	428.0	727.0	1956.0	2645.0	1569.0	2903.0	1230.0	1740.0	1498.0	2224.0	3557.0	5116.0	4845.0	5184.0
189.0	183.0	155.0	242.0	208.0	260.0	341.0	106.0	397.0	476.0	292.0	585.0	249.0	346.0	358.0	194.0
1856.0	1687.0	857.0	848.0	1998.0	1604.0	2593.0	2018.0	15866.0	14547.0	14054.0	11317.0	12568.0	12343.0	17292.0	13919.0
606.0	660.0	584.0	687.0	791.0	1301.0	819.0	1062.0	1534.0	1575.0	1401.0	1919.0	1538.0	2492.0	1896.0	2264.0
1591.0	1944.0	2260.0	2142.0	2456.0	2688.0	3515.0	1947.0	11874.0	16760.0	13217.0	19835.0	11267.0	14534.0	16125.0	11661.0
265.0	293.0	311.0	242.0	582.0	477.0	614.0	637.0	8036.0	6669.0	6927.0	5774.0	9107.0	9541.0	9451.0	7772.0
227.0	146.0	194.0	242.0	124.0	260.0	170.0	106.0	12628.0	12228.0	11461.0	22046.0	24979.0	23655.0	28440.0	26556.0
265.0	256.0	77.0	242.0	582.0	390.0	614.0	920.0	3489.0	3378.0	4102.0	3277.0	4625.0	4289.0	4550.0	6137.0
227.0	440.0	428.0	282.0	166.0	216.0	102.0	283.0	2206.0	2786.0	2765.0	2460.0	2686.0	2744.0	2625.0	2920.0
530.0	440.0	584.0	323.0	707.0	737.0	921.0	743.0	2898.0	2700.0	2609.0	2127.0	2877.0	3191.0	3092.0	3059.0
227.0	220.0	233.0	161.0	582.0	477.0	375.0	247.0	3988.0	3100.0	3963.0	2887.0	12143.0	9735.0	12514.0	7995.0
795.0	550.0	389.0	646.0	541.0	303.0	477.0	424.0	11365.0	11229.0	10255.0	8622.0	18663.0	15977.0	16476.0	13706.0
568.0	807.0	545.0	485.0	624.0	780.0	682.0	566.0	5166.0	5604.0	5005.0	4755.0	3431.0	2945.0	3482.0	3585.0
568.0	476.0	311.0	444.0	957.0	954.0	989.0	849.0	9632.0	9350.0	8907.0	7171.0	13679.0	13251.0	12528.0	11802.0
2424.0	3778.0	2727.0	3273.0	1706.0	1604.0	2491.0	2336.0	7624.0	9763.0	8687.0	8394.0	7939.0	9494.0	9437.0	7948.0
378.0	440.0	428.0	727.0	291.0	520.0	409.0	424.0	4457.0	5002.0	4871.0	5272.0	7472.0	7767.0	8532.0	7725.0
3182.0	2457.0	2883.0	2829.0	3205.0	3512.0	3617.0	3753.0	6575.0	5783.0	6269.0	5440.0	5914.0	6284.0	6890.0	6372.0
75.0	146.0	194.0	121.0	249.0	433.0	375.0	318.0	1647.0	1371.0	1948.0	1212.0	1643.0	1235.0	1057.0	1524.0
303.0	293.0	272.0	121.0	166.0	216.0	341.0	141.0	21649.0	12759.0	15154.0	13472.0	41633.0	36140.0	42661.0	35408.0
416.0	476.0	194.0	444.0	1248.0	607.0	887.0	708.0	4682.0	4007.0	3542.0	3087.0	5836.0	4020.0	4286.0	4266.0
530.0	366.0	311.0	565.0	249.0	130.0	341.0	247.0	15154.0	16674.0	13554.0	14891.0	16653.0	18586.0	20075.0	15491.0
1098.0	2017.0	1285.0	1252.0	2581.0	1647.0	2320.0	1947.0	2027.0	3006.0	2492.0	1797.0	3580.0	2102.0	2952.0	2512.0
871.0	476.0	467.0	646.0	333.0	1040.0	1092.0	708.0	6268.0	6532.0	5634.0	6340.0	2686.0	3690.0	3604.0	2692.0
644.0	917.0	701.0	1172.0	1706.0	1951.0	1501.0	1310.0	8822.0	8413.0	8659.0	9767.0	10345.0	11756.0	12945.0	8619.0
757.0	623.0	740.0	687.0	1290.0	823.0	1296.0	708.0	7892.0	6299.0	5784.0	6190.0	8016.0	6437.0	7165.0	4917.0
265.0	256.0	155.0	161.0	416.0	173.0	136.0	70.0	1023.0	1007.0	428.0	626.0	645.0	303.0	204.0	212.0
454.0	256.0	701.0	525.0	1207.0	823.0	1023.0	1345.0	2011.0	1264.0	1850.0	1717.0	2641.0	1929.0	2491.0	2250.0
606.0	807.0	506.0	323.0	1915.0	1908.0	2047.0	956.0	2914.0	2773.0	2911.0	2245.0	5785.0	5143.0	4653.0	3366.0
3902.0	6089.0	4637.0	4607.0	2040.0	2385.0	3651.0	1168.0	6786.0	8364.0	8416.0	7199.0	6144.0	5599.0	6929.0	4848.0
75.0	73.0	155.0	202.0	166.0	173.0	170.0	318.0	4457.0	4315.0	5567.0	6124.0	4163.0	4448.0	4062.0	5224.0
113.0	256.0	272.0	242.0	457.0	390.0	307.0	460.0	3788.0	3378.0	4471.0	3415.0	4017.0	2768.0	3888.0	3712.0
4432.0	4952.0	2338.0	2667.0	3580.0	4163.0	4266.0	3682.0	7669.0	7064.0	4479.0	4544.0	4952.0	5573.0	6173.0	4883.0
416.0	1614.0	896.0	1172.0	457.0	563.0	1023.0	141.0	2572.0	4496.0	3331.0	3732.0	4534.0	4902.0	5719.0	3631.0
189.0	220.0	116.0	80.0	666.0	910.0	511.0	672.0	1479.0	1618.0	1719.0	1370.0	3988.0	3229.0	2959.0	3314.0
795.0	807.0	272.0	808.0	749.0	780.0	750.0	956.0	2161.0	1963.0	1737.0	1453.0	1144.0	1257.0	1211.0	1256.0
416.0	330.0	467.0	242.0	374.0	260.0	853.0	424.0	2541.0	2445.0	2767.0	1924.0	1601.0	996.0	1998.0	1609.0
454.0	330.0	428.0	363.0	541.0	477.0	409.0	460.0	4413.0	3205.0	3727.0	2655.0	5819.0	5421.0	5688.0	5415.0
568.0	770.0	584.0	646.0	707.0	737.0	1228.0	531.0	2914.0	2602.0	2376.0	2650.0	1955.0	2149.0	2507.0	1594.0
113.0	403.0	194.0	323.0	208.0	260.0	375.0	177.0	3444.0	3668.0	3359.0	3592.0	1577.0	2150.0	2234.0	1361.0
568.0	293.0	467.0	202.0	333.0	303.0	443.0	389.0	2841.0	2038.0	2703.0	1712.0	1665.0	1386.0	1674.0	1503.0
378.0	440.0	545.0	202.0	499.0	693.0	648.0	424.0	6013.0	6379.0	7085.0	4811.0	5877.0	6484.0	6616.0	5119.0
1136.0	1283.0	1247.0	1010.0	1706.0	2298.0	3105.0	1487.0	12354.0	10611.0	13408.0	9906.0	11936.0	9950.0	14053.0	10547.0
340.0	256.0	155.0	242.0	208.0	346.0	204.0	212.0	15498.0	12839.0	14170.0	11548.0	26020.0	26688.0	29253.0	23605.0
1060.0	1797.0	1247.0	1414.0	1582.0	1647.0	1638.0	1912.0	2898.0	3760.0	3230.0	2953.0	2850.0	2797.0	3138.0	3808.0
265.0	476.0	389.0	161.0	624.0	954.0	921.0	1310.0	3536.0	3532.0	4932.0	4145.0	5036.0	5129.0	5906.0	6453.0
151.0	183.0	194.0	202.0	249.0	346.0	409.0	318.0	15154.0	16674.0	13917.0	16841.0	19215.0	20408.0	24091.0	18745.0
454.0	440.0	467.0	687.0	624.0	867.0	1433.0	743.0	14207.0	14673.0	16125.0	14619.0	12489.0	10450.0	13782.0	11802.0
265.0	73.0	233.0	80.0	166.0	216.0	204.0	177.0	10608.0	8152.0	10165.0	6218.0	5947.0	4425.0	4762.0	5710.0
2235.0	2604.0	2299.0	2263.0	957.0	1778.0	2935.0	1133.0	7164.0	9171.0	8611.0	6943.0	8474.0	8759.0	11117.0	8393.0
492.0	366.0	311.0	282.0	624.0	997.0	1092.0	672.0	2334.0	2292.0	2195.0	2227.0	3076.0	3749.0	4044.0	3057.0
265.0	623.0	428.0	687.0	374.0	173.0	375.0	283.0	7800.0	8661.0	7938.0	8482.0	11020.0	12390.0	14439.0	12315.0
303.0	330.0	272.0	323.0	374.0	737.0	546.0	389.0	4268.0	5240.0	4623.0	4199.0	4356.0	4756.0	4748.0	3640.0
189.0	476.0	272.0	525.0	624.0	1127.0	546.0	1097.0	3642.0	3558.0	3409.0	3780.0	2825.0	3684.0	3818.0	4408.0
719.0	1137.0	1013.0	727.0	457.0	390.0	580.0	460.0	3891.0	5192.0	4756.0	4409.0	4320.0	3307.0	3315.0	3513.0
3144.0	2237.0	2416.0	2667.0	5662.0	3773.0	4573.0	4921.0	7540.0	7149.0	7550.0	7621.0	12255.0	9576.0	10162.0	10471.0
795.0	696.0	857.0	1414.0	1706.0	1734.0	1296.0	1734.0	3717.0	3433.0	3310.0	3875.0	3951.0	3987.0	3990.0	3771.0
1098.0	1100.0	1091.0	1131.0	749.0	607.0	1331.0	778.0	4258.0	3902.0	3388.0	4857.0	4625.0	3592.0	5737.0	3727.0
1704.0	1063.0	1169.0	2061.0	3122.0	5334.0	3481.0	3257.0	5378.0	5139.0	4850.0	7468.0	9376.0	14262.0	10947.0	9099.0
454.0	330.0	779.0	363.0	957.0	997.0	1160.0	814.0	6785.0	6229.0	6958.0	5774.0	7979.0	5972.0	9136.0	7336.0
151.0	293.0	194.0	242.0	166.0	260.0	307.0	424.0	891.0	1410.0	897.0	1231.0	1648.0	1819.0	2047.0	2484.0
795.0	623.0	545.0	202.0	957.0	1734.0	1331.0	1274.0	2882.0	2494.0	2435.0	1924.0	3139.0	3987.0	3802.0	3590.0
871.0	660.0	857.0	525.0	457.0	650.0	648.0	318.0	4313.0	3907.0	5072.0	3674.0	3816.0	4818.0	5187.0	4248.0
568.0	990.0	701.0	1131.0	1040.0	607.0	477.0	743.0	7193.0	7798.0	6945.0	9053.0	12540.0	10468.0	11111.0	10776.0
606.0	476.0	428.0	565.0	541.0	650.0	443.0	601.0	16383.0	13625.0	13827.0	13159.0	10612.0	10164.0	10563.0	9405.0
2803.0	2274.0	1870.0	1859.0	1665.0	997.0	1808.0	956.0	23962.0	18642.0	17160.0	14525.0	17168.0	10611.0	16295.0	11802.0
644.0	696.0	545.0	929.0	1040.0	1040.0	1194.0	1239.0	2576.0	2600.0	2714.0	3332.0	3576.0	3034.0	2817.0	2741.0
378.0	293.0	155.0	161.0	416.0	433.0	443.0	247.0	9240.0	8152.0	12989.0	6736.0	6825.0	6994.0	6622.0	6522.0
1894.0	2457.0	1753.0	2546.0	4204.0	3729.0	3958.0	4532.0	6421.0	6808.0	4714.0	7883.0	10035.0	9254.0	10391.0	9705.0
227.0	256.0	77.0	80.0	291.0	303.0	477.0	460.0	2772.0	2821.0	2051.0	1971.0	2943.0	2594.0	2514.0	3068.0
303.0	440.0	350.0	485.0	208.0	216.0	204.0	354.0	21649.0	22010.0	25051.0	24251.0	20816.0	27105.0	25596.0	25291.0
189.0	183.0	350.0	161.0	416.0	303.0	273.0	460.0	2525.0	3396.0	3615.0	2887.0	1936.0	1715.0	2551.0	1539.0
568.0	660.0	701.0	1697.0	1290.0	1040.0	853.0	1133.0	4059.0	3773.0	3985.0	5321.0	3730.0	2344.0	2972.0	3013.0
4281.0	2824.0	3896.0	3314.0	5620.0	6288.0	5665.0	5204.0	6213.0	4345.0	5182.0	4384.0	7016.0	7631.0	6977.0	6795.0
227.0	73.0	272.0	121.0	541.0	390.0	477.0	460.0	1077.0	788.0	974.0	585.0	1707.0	1193.0	1603.0	1311.0
6933.0	5539.0	5572.0	8366.0	7910.0	6678.0	11467.0	8710.0	25120.0	25293.0	19973.0	27253.0	25192.0	18655.0	27368.0	25101.0
1326.0	1577.0	1208.0	1010.0	2040.0	1778.0	2150.0	2124.0	2236.0	2476.0	1850.0	2083.0	2873.0	2622.0	2882.0	2709.0
189.0	293.0	350.0	161.0	416.0	173.0	204.0	177.0	1176.0	1390.0	1419.0	1188.0	874.0	649.0	632.0	548.0
644.0	733.0	701.0	889.0	1915.0	1951.0	1501.0	2407.0	18401.0	18342.0	20041.0	15600.0	30398.0	25678.0	24617.0	23376.0
757.0	880.0	545.0	767.0	915.0	390.0	648.0	531.0	11839.0	12400.0	9092.0	12589.0	15524.0	15612.0	17064.0	12645.0
